Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
3183,Nusa Tenggara Timur,2020/05/31 00:00:00+00,92,1,14,2,1,0,77,1.08696,15.21739,3183,6754
3184,Gorontalo,2020/05/31 00:00:00+00,94,25,26,3,3,0,65,3.19149,27.65957,3184,6755
3185,Indonesia,2020/05/31 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3185,6756
3186,Aceh,2020/06/01 00:00:00+00,20,0,17,0,1,0,2,5.00000,85.00000,3186,6757
3187,Bali,2020/06/01 00:00:00+00,482,17,334,5,5,1,143,1.03734,69.29461,3187,6758
3188,Banten,2020/06/01 00:00:00+00,867,6,252,8,69,0,546,7.95848,29.06574,3188,6759
3189,Kepulauan Bangka Belitung,2020/06/01 00:00:00+00,46,0,28,1,1,0,17,2.17391,60.86957,3189,6760
3190,Bengkulu,2020/06/01 00:00:00+00,91,0,22,0,2,0,67,2.19780,24.17582,3190,6761
3191,Daerah Istimewa Yogyakarta,2020/06/01 00:00:00+00,237,1,166,6,8,0,63,3.37553,70.04219,3191,6762
3192,DKI Jakarta,2020/06/01 00:00:00+00,7485,137,2272,190,518,1,4695,6.92051,30.35404,3192,6763
3193,Jambi,2020/06/01 00:00:00+00,97,0,15,0,0,0,82,0.00000,15.46392,3193,6764
3194,Jawa Barat,2020/06/01 00:00:00+00,2294,34,619,0,144,0,1531,6.27724,26.98344,3194,6765
3195,Jawa Tengah,2020/06/01 00:00:00+00,1417,14,370,9,70,0,977,4.94001,26.11150,3195,6766
3196,Jawa Timur,2020/06/01 00:00:00+00,4922,65,654,45,412,16,3856,8.37058,13.28728,3196,6767
3197,Kalimantan Barat,2020/06/01 00:00:00+00,196,7,55,2,4,0,137,2.04082,28.06122,3197,6768
3198,Kalimantan Timur,2020/06/01 00:00:00+00,297,2,174,2,3,0,120,1.01010,58.58586,3198,6769
3199,Kalimantan Tengah,2020/06/01 00:00:00+00,419,9,164,0,19,0,236,4.53461,39.14081,3199,6770
3200,Kalimantan Selatan,2020/06/01 00:00:00+00,948,29,99,0,86,6,763,9.07173,10.44304,3200,6771
3201,Kalimantan Utara,2020/06/01 00:00:00+00,165,0,80,8,2,0,83,1.21212,48.48485,3201,6772
3202,Kepulauan Riau,2020/06/01 00:00:00+00,197,0,102,0,15,0,80,7.61421,51.77665,3202,6773
3203,Nusa Tenggara Barat,2020/06/01 00:00:00+00,652,16,292,1,10,0,350,1.53374,44.78528,3203,6774
3204,Sumatera Selatan,2020/06/01 00:00:00+00,995,13,215,12,34,0,746,3.41709,21.60804,3204,6775
3205,Sumatera Barat,2020/06/01 00:00:00+00,567,0,267,2,25,0,275,4.40917,47.08995,3205,6776
3206,Sulawesi Utara,2020/06/01 00:00:00+00,339,0,52,1,37,0,250,10.91445,15.33923,3206,6777
3207,Sumatera Utara,2020/06/01 00:00:00+00,417,8,148,2,41,0,228,9.83213,35.49161,3207,6778
3208,Sulawesi Tenggara,2020/06/01 00:00:00+00,244,0,122,0,4,0,118,1.63934,50.00000,3208,6779
3209,Sulawesi Selatan,2020/06/01 00:00:00+00,1586,45,625,29,75,1,886,4.72888,39.40731,3209,6780
3210,Sulawesi Tengah,2020/06/01 00:00:00+00,128,0,61,0,4,0,63,3.12500,47.65625,3210,6781
3211,Lampung,2020/06/01 00:00:00+00,135,2,74,3,10,0,51,7.40741,54.81481,3211,6782
3212,Riau,2020/06/01 00:00:00+00,117,0,89,1,6,0,22,5.12821,76.06838,3212,6783
3213,Maluku Utara,2020/06/01 00:00:00+00,160,7,29,2,14,3,117,8.75000,18.12500,3213,6784
3214,Maluku,2020/06/01 00:00:00+00,223,0,36,0,8,0,179,3.58744,16.14350,3214,6785
3215,Papua Barat,2020/06/01 00:00:00+00,168,0,55,0,2,0,111,1.19048,32.73810,3215,6786
3216,Papua,2020/06/01 00:00:00+00,725,50,68,0,6,0,651,0.82759,9.37931,3216,6787
3217,Sulawesi Barat,2020/06/01 00:00:00+00,92,0,41,0,2,0,49,2.17391,44.56522,3217,6788
3218,Nusa Tenggara Timur,2020/06/01 00:00:00+00,97,5,14,0,1,0,82,1.03093,14.43299,3218,6789
3219,Gorontalo,2020/06/01 00:00:00+00,94,0,26,0,3,0,65,3.19149,27.65957,3219,6790
3220,Indonesia,2020/06/01 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3220,6791
3221,Aceh,2020/06/02 00:00:00+00,20,0,17,0,1,0,2,5.00000,85.00000,3221,6792
3222,Bali,2020/06/02 00:00:00+00,487,5,334,0,5,0,148,1.02669,68.58316,3222,6793
3223,Banten,2020/06/02 00:00:00+00,883,14,273,21,69,0,541,7.81427,30.91733,3223,6794
3224,Kepulauan Bangka Belitung,2020/06/02 00:00:00+00,50,4,28,0,1,0,21,2.00000,56.00000,3224,6795
3225,Bengkulu,2020/06/02 00:00:00+00,92,1,25,3,2,0,65,2.17391,27.17391,3225,6796
3226,Daerah Istimewa Yogyakarta,2020/06/02 00:00:00+00,237,0,168,2,8,0,61,3.37553,70.88608,3226,6797
3227,DKI Jakarta,2020/06/02 00:00:00+00,7541,60,2399,127,518,0,4624,6.86912,31.81276,3227,6798
3228,Jambi,2020/06/02 00:00:00+00,97,0,15,0,0,0,82,0.00000,15.46392,3228,6799
3229,Jawa Barat,2020/06/02 00:00:00+00,2314,18,648,29,151,7,1515,6.52550,28.00346,3229,6800
3230,Jawa Tengah,2020/06/02 00:00:00+00,1432,15,371,1,70,0,991,4.88827,25.90782,3230,6801
3231,Jawa Timur,2020/06/02 00:00:00+00,5135,213,699,45,418,6,4018,8.14021,13.61246,3231,6802
3232,Kalimantan Barat,2020/06/02 00:00:00+00,196,0,55,0,4,0,137,2.04082,28.06122,3232,6803
3233,Kalimantan Timur,2020/06/02 00:00:00+00,298,1,175,1,3,0,120,1.00671,58.72483,3233,6804
3234,Kalimantan Tengah,2020/06/02 00:00:00+00,428,9,182,18,20,1,226,4.67290,42.52336,3234,6805
3235,Kalimantan Selatan,2020/06/02 00:00:00+00,969,21,99,0,87,1,783,8.97833,10.21672,3235,6806
3236,Kalimantan Utara,2020/06/02 00:00:00+00,165,0,81,1,2,0,82,1.21212,49.09091,3236,6807
3237,Kepulauan Riau,2020/06/02 00:00:00+00,209,12,102,0,15,0,92,7.17703,48.80383,3237,6808
3238,Nusa Tenggara Barat,2020/06/02 00:00:00+00,670,18,292,0,12,2,366,1.79104,43.58209,3238,6809
3239,Sumatera Selatan,2020/06/02 00:00:00+00,1019,24,224,9,34,0,761,3.33660,21.98234,3239,6810
3240,Sumatera Barat,2020/06/02 00:00:00+00,574,7,272,5,25,0,277,4.35540,47.38676,3240,6811
3241,Sulawesi Utara,2020/06/02 00:00:00+00,354,15,52,0,37,0,265,10.45198,14.68927,3241,6812
3242,Sumatera Utara,2020/06/02 00:00:00+00,418,1,151,3,41,0,226,9.80861,36.12440,3242,6813
3243,Sulawesi Tenggara,2020/06/02 00:00:00+00,244,0,125,3,4,0,115,1.63934,51.22951,3243,6814
3244,Sulawesi Selatan,2020/06/02 00:00:00+00,1630,44,625,0,75,0,930,4.60123,38.34356,3244,6815
3245,Sulawesi Tengah,2020/06/02 00:00:00+00,128,0,61,0,4,0,63,3.12500,47.65625,3245,6816
3246,Lampung,2020/06/02 00:00:00+00,136,1,80,6,10,0,46,7.35294,58.82353,3246,6817
3247,Riau,2020/06/02 00:00:00+00,117,0,92,3,6,0,19,5.12821,78.63248,3247,6818
3248,Maluku Utara,2020/06/02 00:00:00+00,174,14,29,0,15,1,130,8.62069,16.66667,3248,6819
3249,Maluku,2020/06/02 00:00:00+00,223,0,36,0,8,0,179,3.58744,16.14350,3249,6820
3250,Papua Barat,2020/06/02 00:00:00+00,172,4,55,0,2,0,115,1.16279,31.97674,3250,6821
3251,Papua,2020/06/02 00:00:00+00,819,94,78,10,7,1,734,0.85470,9.52381,3251,6822
3252,Sulawesi Barat,2020/06/02 00:00:00+00,92,0,49,8,2,0,41,2.17391,53.26087,3252,6823
3253,Nusa Tenggara Timur,2020/06/02 00:00:00+00,97,0,14,0,1,0,82,1.03093,14.43299,3253,6824
3254,Gorontalo,2020/06/02 00:00:00+00,108,14,29,3,6,3,73,5.55556,26.85185,3254,6825
3255,Indonesia,2020/06/02 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3255,6826
3256,Aceh,2020/06/03 00:00:00+00,20,0,17,0,1,0,2,5.00000,85.00000,3256,6827
3257,Bali,2020/06/03 00:00:00+00,490,3,349,15,5,0,136,1.02041,71.22449,3257,6828
3258,Banten,2020/06/03 00:00:00+00,954,71,273,0,69,0,612,7.23270,28.61635,3258,6829
3259,Kepulauan Bangka Belitung,2020/06/03 00:00:00+00,62,12,28,0,1,0,33,1.61290,45.16129,3259,6830
3260,Bengkulu,2020/06/03 00:00:00+00,92,0,25,0,2,0,65,2.17391,27.17391,3260,6831
3261,Daerah Istimewa Yogyakarta,2020/06/03 00:00:00+00,237,0,170,2,8,0,59,3.37553,71.72996,3261,6832
3262,DKI Jakarta,2020/06/03 00:00:00+00,7623,82,2586,187,523,5,4514,6.86082,33.92365,3262,6833
3263,Jambi,2020/06/03 00:00:00+00,97,0,17,2,0,0,80,0.00000,17.52577,3263,6834
3264,Jawa Barat,2020/06/03 00:00:00+00,2319,5,701,53,154,3,1464,6.64079,30.22855,3264,6835
3265,Jawa Tengah,2020/06/03 00:00:00+00,1455,23,371,0,71,1,1013,4.87973,25.49828,3265,6836
3266,Jawa Timur,2020/06/03 00:00:00+00,5318,183,799,100,429,11,4090,8.06694,15.02445,3266,6837
3267,Kalimantan Barat,2020/06/03 00:00:00+00,202,6,79,24,4,0,119,1.98020,39.10891,3267,6838
3268,Kalimantan Timur,2020/06/03 00:00:00+00,310,12,177,2,3,0,130,0.96774,57.09677,3268,6839
3269,Kalimantan Tengah,2020/06/03 00:00:00+00,456,28,191,9,24,4,241,5.26316,41.88596,3269,6840
3270,Kalimantan Selatan,2020/06/03 00:00:00+00,1033,64,101,2,90,3,842,8.71249,9.77735,3270,6841
3271,Kalimantan Utara,2020/06/03 00:00:00+00,165,0,82,1,2,0,81,1.21212,49.69697,3271,6842
3272,Kepulauan Riau,2020/06/03 00:00:00+00,209,0,103,1,15,0,91,7.17703,49.28230,3272,6843
3273,Nusa Tenggara Barat,2020/06/03 00:00:00+00,685,15,297,5,13,1,375,1.89781,43.35766,3273,6844
3274,Sumatera Selatan,2020/06/03 00:00:00+00,1029,10,226,2,35,1,768,3.40136,21.96307,3274,6845
3275,Sumatera Barat,2020/06/03 00:00:00+00,583,9,277,5,25,0,281,4.28816,47.51286,3275,6846
3276,Sulawesi Utara,2020/06/03 00:00:00+00,377,23,56,4,40,3,281,10.61008,14.85411,3276,6847
3277,Sumatera Utara,2020/06/03 00:00:00+00,444,26,160,9,42,1,242,9.45946,36.03604,3277,6848
3278,Sulawesi Tenggara,2020/06/03 00:00:00+00,251,7,132,7,4,0,115,1.59363,52.58964,3278,6849
3279,Sulawesi Selatan,2020/06/03 00:00:00+00,1668,38,636,11,75,0,957,4.49640,38.12950,3279,6850
3280,Sulawesi Tengah,2020/06/03 00:00:00+00,129,1,64,3,4,0,61,3.10078,49.61240,3280,6851
3281,Lampung,2020/06/03 00:00:00+00,136,0,83,3,11,1,42,8.08824,61.02941,3281,6852
3282,Riau,2020/06/03 00:00:00+00,117,0,96,4,6,0,15,5.12821,82.05128,3282,6853
3283,Maluku Utara,2020/06/03 00:00:00+00,176,2,30,1,16,1,130,9.09091,17.04545,3283,6854
3284,Maluku,2020/06/03 00:00:00+00,238,15,55,19,8,0,175,3.36134,23.10924,3284,6855
3285,Papua Barat,2020/06/03 00:00:00+00,172,0,55,0,2,0,115,1.16279,31.97674,3285,6856
3286,Papua,2020/06/03 00:00:00+00,858,39,78,0,7,0,773,0.81585,9.09091,3286,6857
3287,Sulawesi Barat,2020/06/03 00:00:00+00,92,0,49,0,2,0,41,2.17391,53.26087,3287,6858
3288,Nusa Tenggara Timur,2020/06/03 00:00:00+00,97,0,14,0,1,0,82,1.03093,14.43299,3288,6859
3289,Gorontalo,2020/06/03 00:00:00+00,118,10,29,0,6,0,83,5.08475,24.57627,3289,6860
3290,Indonesia,2020/06/03 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3290,6861
3291,Aceh,2020/06/04 00:00:00+00,20,0,18,1,1,0,1,5.00000,90.00000,3291,6862
3292,Bali,2020/06/04 00:00:00+00,510,20,364,15,5,0,141,0.98039,71.37255,3292,6863
3293,Banten,2020/06/04 00:00:00+00,965,10,279,6,69,0,617,7.15026,28.91192,3293,6864
3294,Kepulauan Bangka Belitung,2020/06/04 00:00:00+00,72,10,29,1,1,0,42,1.38889,40.27778,3294,6865
3295,Bengkulu,2020/06/04 00:00:00+00,92,0,25,0,2,0,65,2.17391,27.17391,3295,6866
3296,Daerah Istimewa Yogyakarta,2020/06/04 00:00:00+00,237,0,174,4,8,0,55,3.37553,73.41772,3296,6867
3297,DKI Jakarta,2020/06/04 00:00:00+00,7690,94,2607,21,523,0,4560,6.80104,33.90117,3297,6868
3298,Jambi,2020/06/04 00:00:00+00,99,2,27,10,0,0,72,0.00000,27.27273,3298,6869
3299,Jawa Barat,2020/06/04 00:00:00+00,2354,9,719,18,155,1,1480,6.58454,30.54376,3299,6870
3300,Jawa Tengah,2020/06/04 00:00:00+00,1479,24,372,1,71,0,1036,4.80054,25.15213,3300,6871
3301,Jawa Timur,2020/06/04 00:00:00+00,5408,90,1089,290,437,8,3882,8.08062,20.13683,3301,6872
3302,Kalimantan Barat,2020/06/04 00:00:00+00,202,0,94,15,4,0,104,1.98020,46.53465,3302,6873
3303,Kalimantan Timur,2020/06/04 00:00:00+00,316,6,184,7,3,0,129,0.94937,58.22785,3303,6874
3304,Kalimantan Tengah,2020/06/04 00:00:00+00,469,13,191,0,24,0,254,5.11727,40.72495,3304,6875
3305,Kalimantan Selatan,2020/06/04 00:00:00+00,1142,109,101,0,93,3,948,8.14361,8.84413,3305,6876
3306,Kalimantan Utara,2020/06/04 00:00:00+00,165,0,90,8,2,0,73,1.21212,54.54545,3306,6877
3307,Kepulauan Riau,2020/06/04 00:00:00+00,219,10,103,0,15,0,101,6.84932,47.03196,3307,6878
3308,Nusa Tenggara Barat,2020/06/04 00:00:00+00,705,20,299,2,17,4,389,2.41135,42.41135,3308,6879
3309,Sumatera Selatan,2020/06/04 00:00:00+00,1056,27,248,22,35,0,773,3.31439,23.48485,3309,6880
3310,Sumatera Barat,2020/06/04 00:00:00+00,594,11,312,35,25,0,257,4.20875,52.52525,3310,6881
3311,Sulawesi Utara,2020/06/04 00:00:00+00,382,5,62,6,40,0,280,10.47120,16.23037,3311,6882
3312,Sumatera Utara,2020/06/04 00:00:00+00,488,44,167,7,43,1,278,8.81148,34.22131,3312,6883
3313,Sulawesi Tenggara,2020/06/04 00:00:00+00,252,1,132,0,4,0,116,1.58730,52.38095,3313,6884
3314,Sulawesi Selatan,2020/06/04 00:00:00+00,1722,54,639,3,79,4,1004,4.58769,37.10801,3314,6885
3315,Sulawesi Tengah,2020/06/04 00:00:00+00,129,0,70,6,4,0,55,3.10078,54.26357,3315,6886
3316,Lampung,2020/06/04 00:00:00+00,140,4,86,3,11,0,43,7.85714,61.42857,3316,6887
3317,Riau,2020/06/04 00:00:00+00,117,0,99,3,6,0,12,5.12821,84.61538,3317,6888
3318,Maluku Utara,2020/06/04 00:00:00+00,177,1,30,0,18,2,129,10.16949,16.94915,3318,6889
3319,Maluku,2020/06/04 00:00:00+00,238,0,55,0,8,0,175,3.36134,23.10924,3319,6890
3320,Papua Barat,2020/06/04 00:00:00+00,173,1,57,2,2,0,114,1.15607,32.94798,3320,6891
3321,Papua,2020/06/04 00:00:00+00,875,17,78,0,7,0,790,0.80000,8.91429,3321,6892
3322,Sulawesi Barat,2020/06/04 00:00:00+00,92,0,49,0,2,0,41,2.17391,53.26087,3322,6893
3323,Nusa Tenggara Timur,2020/06/04 00:00:00+00,97,0,14,0,1,0,82,1.03093,14.43299,3323,6894
3324,Gorontalo,2020/06/04 00:00:00+00,121,3,29,0,6,0,86,4.95868,23.96694,3324,6895
3325,Indonesia,2020/06/04 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3325,6896
3326,Aceh,2020/06/05 00:00:00+00,20,0,18,0,1,0,1,5.00000,90.00000,3326,6897
3327,Bali,2020/06/05 00:00:00+00,524,14,369,5,5,0,150,0.95420,70.41985,3327,6898
3328,Banten,2020/06/05 00:00:00+00,989,24,324,45,70,1,595,7.07786,32.76036,3328,6899
3329,Kepulauan Bangka Belitung,2020/06/05 00:00:00+00,81,9,34,5,1,0,46,1.23457,41.97531,3329,6900
3330,Bengkulu,2020/06/05 00:00:00+00,92,0,25,0,3,1,64,3.26087,27.17391,3330,6901
3331,Daerah Istimewa Yogyakarta,2020/06/05 00:00:00+00,238,1,174,0,8,0,56,3.36134,73.10924,3331,6902
3332,DKI Jakarta,2020/06/05 00:00:00+00,7766,76,2751,144,524,1,4491,6.74736,35.42364,3332,6903
3333,Jambi,2020/06/05 00:00:00+00,101,2,27,0,0,0,74,0.00000,26.73267,3333,6904
3334,Jawa Barat,2020/06/05 00:00:00+00,2366,12,764,45,158,3,1444,6.67794,32.29079,3334,6905
3335,Jawa Tengah,2020/06/05 00:00:00+00,1537,58,407,35,76,5,1054,4.94470,26.48016,3335,6906
3336,Jawa Timur,2020/06/05 00:00:00+00,5549,141,1207,118,446,9,3896,8.03748,21.75167,3336,6907
3337,Kalimantan Barat,2020/06/05 00:00:00+00,205,3,109,15,4,0,92,1.95122,53.17073,3337,6908
3338,Kalimantan Timur,2020/06/05 00:00:00+00,317,1,184,0,3,0,130,0.94637,58.04416,3338,6909
3339,Kalimantan Tengah,2020/06/05 00:00:00+00,484,15,191,0,26,2,267,5.37190,39.46281,3339,6910
3340,Kalimantan Selatan,2020/06/05 00:00:00+00,1213,71,104,3,93,0,1016,7.66694,8.57378,3340,6911
3341,Kalimantan Utara,2020/06/05 00:00:00+00,167,2,95,5,2,0,70,1.19760,56.88623,3341,6912
3342,Kepulauan Riau,2020/06/05 00:00:00+00,223,4,103,0,15,0,105,6.72646,46.18834,3342,6913
3343,Nusa Tenggara Barat,2020/06/05 00:00:00+00,757,52,299,0,20,3,438,2.64201,39.49802,3343,6914
3344,Sumatera Selatan,2020/06/05 00:00:00+00,1074,18,265,17,38,3,771,3.53818,24.67412,3344,6915
3345,Sumatera Barat,2020/06/05 00:00:00+00,607,13,333,21,27,2,247,4.44811,54.85997,3345,6916
3346,Sulawesi Utara,2020/06/05 00:00:00+00,391,9,62,0,40,0,289,10.23018,15.85678,3346,6917
3347,Sumatera Utara,2020/06/05 00:00:00+00,537,49,172,5,46,3,319,8.56611,32.02980,3347,6918
3348,Sulawesi Tenggara,2020/06/05 00:00:00+00,257,5,141,9,5,1,111,1.94553,54.86381,3348,6919
3349,Sulawesi Selatan,2020/06/05 00:00:00+00,1776,54,673,34,93,14,1010,5.23649,37.89414,3349,6920
3350,Sulawesi Tengah,2020/06/05 00:00:00+00,136,7,78,8,4,0,54,2.94118,57.35294,3350,6921
3351,Lampung,2020/06/05 00:00:00+00,141,1,92,6,11,0,38,7.80142,65.24823,3351,6922
3352,Riau,2020/06/05 00:00:00+00,117,0,100,1,6,0,11,5.12821,85.47009,3352,6923
3353,Maluku Utara,2020/06/05 00:00:00+00,178,1,30,0,19,1,129,10.67416,16.85393,3353,6924
3354,Maluku,2020/06/05 00:00:00+00,254,16,64,9,8,0,182,3.14961,25.19685,3354,6925
3355,Papua Barat,2020/06/05 00:00:00+00,175,2,74,17,2,0,99,1.14286,42.28571,3355,6926
3356,Papua,2020/06/05 00:00:00+00,918,43,78,0,7,0,833,0.76253,8.49673,3356,6927
3357,Sulawesi Barat,2020/06/05 00:00:00+00,92,0,50,1,2,0,40,2.17391,54.34783,3357,6928
3358,Nusa Tenggara Timur,2020/06/05 00:00:00+00,97,0,14,0,1,0,82,1.03093,14.43299,3358,6929
3359,Gorontalo,2020/06/05 00:00:00+00,121,0,32,3,6,0,83,4.95868,26.44628,3359,6930
3360,Indonesia,2020/06/05 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3360,6931
3361,Aceh,2020/06/06 00:00:00+00,20,0,18,0,1,0,1,5.00000,90.00000,3361,6932
3362,Bali,2020/06/06 00:00:00+00,557,33,371,2,5,0,181,0.89767,66.60682,3362,6933
3363,Banten,2020/06/06 00:00:00+00,1025,36,365,41,71,1,589,6.92683,35.60976,3363,6934
3364,Kepulauan Bangka Belitung,2020/06/06 00:00:00+00,98,17,34,0,1,0,63,1.02041,34.69388,3364,6935
3365,Bengkulu,2020/06/06 00:00:00+00,92,0,37,12,4,1,51,4.34783,40.21739,3365,6936
3366,Daerah Istimewa Yogyakarta,2020/06/06 00:00:00+00,242,4,178,4,8,0,56,3.30579,73.55372,3366,6937
3367,DKI Jakarta,2020/06/06 00:00:00+00,7870,104,2836,85,524,0,4510,6.65820,36.03558,3367,6938
3368,Jambi,2020/06/06 00:00:00+00,103,2,27,0,0,0,76,0.00000,26.21359,3368,6939
3369,Jawa Barat,2020/06/06 00:00:00+00,2376,10,779,15,158,0,1439,6.64983,32.78620,3369,6940
3370,Jawa Tengah,2020/06/06 00:00:00+00,1564,27,409,2,76,0,1079,4.85934,26.15090,3370,6941
3371,Jawa Timur,2020/06/06 00:00:00+00,5835,286,1361,154,463,17,4011,7.93488,23.32476,3371,6942
3372,Kalimantan Barat,2020/06/06 00:00:00+00,210,5,114,5,4,0,92,1.90476,54.28571,3372,6943
3373,Kalimantan Timur,2020/06/06 00:00:00+00,327,10,206,22,3,0,118,0.91743,62.99694,3373,6944
3374,Kalimantan Tengah,2020/06/06 00:00:00+00,496,12,191,0,26,0,279,5.24194,38.50806,3374,6945
3375,Kalimantan Selatan,2020/06/06 00:00:00+00,1247,34,104,0,96,3,1047,7.69848,8.34002,3375,6946
3376,Kalimantan Utara,2020/06/06 00:00:00+00,168,1,107,12,2,0,59,1.19048,63.69048,3376,6947
3377,Kepulauan Riau,2020/06/06 00:00:00+00,227,4,115,12,15,0,97,6.60793,50.66079,3377,6948
3378,Nusa Tenggara Barat,2020/06/06 00:00:00+00,798,41,311,12,21,1,466,2.63158,38.97243,3378,6949
3379,Sumatera Selatan,2020/06/06 00:00:00+00,1104,30,297,32,42,4,765,3.80435,26.90217,3379,6950
3380,Sumatera Barat,2020/06/06 00:00:00+00,618,11,336,3,27,0,255,4.36893,54.36893,3380,6951
3381,Sulawesi Utara,2020/06/06 00:00:00+00,470,79,62,0,43,3,365,9.14894,13.19149,3381,6952
3382,Sumatera Utara,2020/06/06 00:00:00+00,605,68,179,7,46,0,380,7.60331,29.58678,3382,6953
3383,Sulawesi Tenggara,2020/06/06 00:00:00+00,257,0,144,3,5,0,108,1.94553,56.03113,3383,6954
3384,Sulawesi Selatan,2020/06/06 00:00:00+00,1840,64,673,0,94,1,1073,5.10870,36.57609,3384,6955
3385,Sulawesi Tengah,2020/06/06 00:00:00+00,139,3,86,8,4,0,49,2.87770,61.87050,3385,6956
3386,Lampung,2020/06/06 00:00:00+00,143,2,98,6,11,0,34,7.69231,68.53147,3386,6957
3387,Riau,2020/06/06 00:00:00+00,118,1,101,1,6,0,11,5.08475,85.59322,3387,6958
3388,Maluku Utara,2020/06/06 00:00:00+00,185,7,33,3,19,0,133,10.27027,17.83784,3388,6959
3389,Maluku,2020/06/06 00:00:00+00,261,7,67,3,8,0,186,3.06513,25.67050,3389,6960
3390,Papua Barat,2020/06/06 00:00:00+00,178,3,74,0,2,0,102,1.12360,41.57303,3390,6961
3391,Papua,2020/06/06 00:00:00+00,1005,87,78,0,7,0,920,0.69652,7.76119,3391,6962
3392,Sulawesi Barat,2020/06/06 00:00:00+00,92,0,58,8,2,0,32,2.17391,63.04348,3392,6963
3393,Nusa Tenggara Timur,2020/06/06 00:00:00+00,97,0,14,0,1,0,82,1.03093,14.43299,3393,6964
3394,Gorontalo,2020/06/06 00:00:00+00,126,5,44,12,6,0,76,4.76190,34.92063,3394,6965
3395,Indonesia,2020/06/06 00:00:00+00,21,0,0,0,0,0,21,0.00000,0.00000,3395,6966
3396,Aceh,2020/06/07 00:00:00+00,20,0,18,0,1,0,1,5.00000,90.00000,3396,6967
3397,Bali,2020/06/07 00:00:00+00,582,25,373,2,5,0,204,0.85911,64.08935,3397,6968
3398,Banten,2020/06/07 00:00:00+00,1035,10,370,5,71,0,594,6.85990,35.74879,3398,6969
3399,Kepulauan Bangka Belitung,2020/06/07 00:00:00+00,102,4,35,1,1,0,66,0.98039,34.31373,3399,6970
3400,Bengkulu,2020/06/07 00:00:00+00,92,0,40,3,4,0,48,4.34783,43.47826,3400,6971
3401,Daerah Istimewa Yogyakarta,2020/06/07 00:00:00+00,244,2,182,4,8,0,54,3.27869,74.59016,3401,6972
3402,DKI Jakarta,2020/06/07 00:00:00+00,8033,163,3130,294,529,5,4374,6.58534,38.96427,3402,6973
3403,Jambi,2020/06/07 00:00:00+00,103,0,27,0,0,0,76,0.00000,26.21359,3403,6974
3404,Jawa Barat,2020/06/07 00:00:00+00,2404,28,878,99,158,0,1368,6.57238,36.52246,3404,6975
3405,Jawa Tengah,2020/06/07 00:00:00+00,1615,51,418,9,98,22,1099,6.06811,25.88235,3405,6976
3406,Jawa Timur,2020/06/07 00:00:00+00,5948,113,1409,48,483,20,4056,8.12038,23.68863,3406,6977
3407,Kalimantan Barat,2020/06/07 00:00:00+00,210,0,114,0,4,0,92,1.90476,54.28571,3407,6978
3408,Kalimantan Timur,2020/06/07 00:00:00+00,329,2,210,4,3,0,116,0.91185,63.82979,3408,6979
3409,Kalimantan Tengah,2020/06/07 00:00:00+00,496,0,202,11,26,0,268,5.24194,40.72581,3409,6980
3410,Kalimantan Selatan,2020/06/07 00:00:00+00,1285,38,108,4,97,1,1080,7.54864,8.40467,3410,6981
3411,Kalimantan Utara,2020/06/07 00:00:00+00,169,1,109,2,2,0,58,1.18343,64.49704,3411,6982
3412,Kepulauan Riau,2020/06/07 00:00:00+00,228,1,120,5,15,0,93,6.57895,52.63158,3412,6983
3413,Nusa Tenggara Barat,2020/06/07 00:00:00+00,808,10,325,14,21,0,462,2.59901,40.22277,3413,6984
3414,Sumatera Selatan,2020/06/07 00:00:00+00,1129,25,344,47,42,0,743,3.72011,30.46944,3414,6985
3415,Sumatera Barat,2020/06/07 00:00:00+00,626,8,340,4,27,0,259,4.31310,54.31310,3415,6986
3416,Sulawesi Utara,2020/06/07 00:00:00+00,495,25,64,2,45,2,386,9.09091,12.92929,3416,6987
3417,Sumatera Utara,2020/06/07 00:00:00+00,605,0,179,0,46,0,380,7.60331,29.58678,3417,6988
3418,Sulawesi Tenggara,2020/06/07 00:00:00+00,259,2,154,10,5,0,100,1.93050,59.45946,3418,6989
3419,Sulawesi Selatan,2020/06/07 00:00:00+00,1904,64,673,0,94,0,1137,4.93697,35.34664,3419,6990
3420,Sulawesi Tengah,2020/06/07 00:00:00+00,159,20,93,7,4,0,62,2.51572,58.49057,3420,6991
3421,Lampung,2020/06/07 00:00:00+00,144,1,101,3,11,0,32,7.63889,70.13889,3421,6992
3422,Riau,2020/06/07 00:00:00+00,118,0,101,0,6,0,11,5.08475,85.59322,3422,6993
3423,Maluku Utara,2020/06/07 00:00:00+00,186,1,33,0,19,0,134,10.21505,17.74194,3423,6994
